initial_condition,scenario,RMSE_position_m,RMSE_fullstate,RMSE_input,avg_solve_time_ms,steps,simulation_duration_s
OnReference,Circle,5.35078953388663e-10,1.36361095816591e-08,5.81575899670037e-11,10.6864325396825,126,6.28318530717959
OnReference,Lemniscate2,5.62528205029275e-07,8.15082777237887e-06,1.43621281721899e-07,8.99680119047619,252,12.5663706143592
OnReference,Spiral,2.50531903797913e-07,1.25680820748124e-06,2.18649558175242e-08,8.67107236580517,503,25.1327412287183
Perturbation,Circle,0.147949981094209,0.60730249701276,0.116676800053127,12.5531031746032,126,6.28318530717959
Perturbation,Lemniscate2,0.0785681718302994,0.279400961270297,0.0245875611058272,11.0239123015873,252,12.5663706143592
Perturbation,Spiral,0.0557307592138772,0.204057948160474,0.0355203372951085,9.78177793240557,503,25.1327412287183
Origin,Circle,0.382371488342299,1.11023788844061,0.386594713744844,11.8297111111111,126,6.28318530717959
Origin,Lemniscate2,0.183858817986245,0.664383072762167,0.24395882889976,11.0665313492063,252,12.5663706143592
Origin,Spiral,0.30458102886422,0.706872745095016,0.23166955759481,9.53944512922465,503,25.1327412287183
