step,T,L,M,N,T_ref,L_ref,M_ref,N_ref
103,2.6522265570087,6.82200983130062e-05,0.000111099977806946,0.00273952535315028,2.65222657188161,6.82511099171631e-05,0.000111108284973376,0.00273949323869789
104,2.65211845577384,5.61620020235177e-05,0.000118639170086055,0.00319361771234065,2.65211845533394,5.61906320340036e-05,0.000118647079395759,0.00319359157557092
105,2.65199902351857,4.44762784526195e-05,0.000123696597665298,0.00347826732288306,2.6519990109473,4.45016851177108e-05,0.000123703793370133,0.00347824676324769
106,2.6518695989734,3.34698775037923e-05,0.000126492064401665,0.00361004915017928,2.65186957766712,3.34916618631119e-05,0.000126498253370139,0.00361003379568232
107,2.65173161756545,2.33376910791947e-05,0.000127304151404523,0.00361473650307514,2.65173159074376,2.33557641387856e-05,0.000127309138224489,0.00361472570353434
108,2.65158659659677,1.41764679727501e-05,0.000126427408489297,0.00352132015909489,2.65158656706389,1.41909662844051e-05,0.000126431090322649,0.00352131324771978
109,2.65143611964344,6.00688707242146e-06,0.000124142748869967,0.0033576459336449,2.65143608966797,6.01810236428098e-06,0.000124145104954017,0.0033576424185911
110,2.65128182033006,-1.20307872198441e-06,0.000120700652976487,0.00314787125564356,2.65128179160779,-1.19477769472636e-06,0.000120701746355583,0.00314787064820977
111,2.65112536562214,-7.51770964233318e-06,0.000116314408238874,0.00291142603620079,2.6511253393049,-7.51192016877242e-06,0.000116314360601836,0.00291142791186725
112,2.65096843881136,-1.30176455044295e-05,0.00011115992859164,0.00266298817254013,2.6509684155762,-1.3013966665543e-05,0.000111158899496174,0.00266299216576716
113,2.65081272235751,-1.77886976601475e-05,0.000105379268421576,0.00241301826449723,2.65081270249647,-1.77867541626067e-05,0.000105377436828541,0.00241302406049812
114,2.65065988075389,-2.19146568932877e-05,9.90857312969487e-05,0.00216852013278725,2.65065986427024,-2.19141149253847e-05,9.90832804299185e-05,0.00216852745629043
115,2.65051154358471,-2.54731365105465e-05,9.23692663283208e-05,0.00193382163158262,2.6505115302852,-2.54737136257821e-05,9.23663730400078e-05,0.00193383023151551
