step,T,L,M,N,T_ref,L_ref,M_ref,N_ref
41,2.65031440827503,-4.89868528103831e-06,1.51429859339564e-05,-0.000334547421661947,2.65031440260731,-4.89845737910208e-06,1.5142964780566e-05,-0.000334547859355592
42,2.65025648268352,-4.84679785983049e-06,1.46242319770839e-05,-0.000312870372492824,2.65025647724652,-4.84658694609184e-06,1.46242298738907e-05,-0.00031287079841911
43,2.65020003591144,-4.79779353370085e-06,1.4085383297609e-05,-0.000292240965965059,2.65020003074969,-4.79759906411461e-06,1.40853944393448e-05,-0.000292241376491718
44,2.6501452089735,-4.7515949545339e-06,1.3527583231391e-05,-0.00027258978062842,2.65014520411609,-4.75141642585272e-06,1.35276029975414e-05,-0.000272590173266774
45,2.65009213884404,-4.70812799126286e-06,1.29519358681988e-05,-0.000253849556161452,2.65009213430732,-4.70796492327108e-06,1.29519606695252e-05,-0.000253849929370473
46,2.65004095811422,-4.66732195994675e-06,1.23595098559925e-05,-0.000235955422028724,2.65004095390435,-4.66717386340156e-06,1.23595369900718e-05,-0.000235955775052921
47,2.64999179466022,-4.62910975427051e-06,1.17513419194708e-05,-0.00021884502579147,2.64999179077554,-4.62897612534497e-06,1.17513694192617e-05,-0.000218845358540588
48,2.64994477132317,-4.59342797008693e-06,1.11284400765422e-05,-0.000202458583078634,2.64994476775627,-4.59330826965844e-06,1.11284665684432e-05,-0.000202458895997124
49,2.64990000560175,-4.56021695118388e-06,1.0491786576027e-05,-0.000186738866845271,2.6499000023412,-4.56011060953202e-06,1.04918111582505e-05,-0.000186739160820002
50,2.64985760935794,-4.52942084740818e-06,9.84234060069036e-06,-0.000171631150237091,2.64985760638981,-4.52932725165431e-06,9.84236272715632e-06,-0.000171631426509973
51,2.649817688537,-4.5009876099259e-06,9.18104071756535e-06,-0.000157083114378034,2.649817685846,-4.50090611338565e-06,9.18106010932152e-06,-0.000157083374476971
52,2.64978034290209,-4.47486899931798e-06,8.50880713737859e-06,-0.000143044730112847,2.6497803404725,-4.47479892177213e-06,8.50882370039552e-06,-0.000143044975791053
53,2.64974566578436,-4.4510205670805e-06,7.82654376443952e-06,-0.000129468120783701,2.64974566360066,-4.45096119901474e-06,7.82655752955593e-06,-0.000129468353964316
54,2.64971374384907,-4.42940162856342e-06,7.13514008333875e-06,-0.000116307411555048,2.64971374189642,-4.42935223823182e-06,7.13515115553224e-06,-0.000116307634285852
55,2.64968465687834,-4.40997523525653e-06,6.43547288311938e-06,-0.000103518569537109,2.64968465514289,-4.40993507269985e-06,6.43548140371372e-06,-0.000103518783964131
56,2.64965847757119,-4.39270813990693e-06,5.72840784192489e-06,-9.10592379608987e-05,2.64965847604018,-4.39267644120724e-06,5.7284139607439e-06,-9.10594463072776e-05
57,2.64963527136117,-4.37757076061759e-06,5.01480098605915e-06,-7.88885666990811e-05,2.64963527002301,-4.37754675169281e-06,5.01480484229412e-06,-7.88887713476051e-05
58,2.64961509625217,-4.36453647298157e-06,4.29550016360719e-06,-6.69670438204336e-05,2.64961509509647,-4.36452004495138e-06,4.29550174901528e-06,-6.69672446561197e-05
59,2.64959800267317,-4.35358366194628e-06,3.57134591628819e-06,-5.52563167077049e-05,2.64959800169049,-4.35357395986195e-06,3.57134532500925e-06,-5.52565155656256e-05
60,2.64958403335146,-4.34469469114277e-06,2.84317278822217e-06,-4.37190229967354e-05,2.6495840325332,-4.34468970131667e-06,2.84317033255841e-06,-4.37192256029726e-05
61,2.64957322320513,-4.33785291673374e-06,2.11181107218334e-06,-3.23186290921332e-05,2.64957322254372,-4.33785201179483e-06,2.11180675630874e-06,-3.2318837602031e-05
62,2.64956559925588,-4.33304671163043e-06,1.37808702520212e-06,-2.10192492185951e-05,2.64956559874448,-4.33304914732667e-06,1.37808084963184e-06,-2.1019465713185e-05
63,2.64956118056079,-4.33026763499572e-06,6.42824263013261e-07,-9.78548842650889e-06,2.64956118019338,-4.33027285841862e-06,6.42816135494348e-07,-9.78570632978847e-06
64,2.64955997816541,-4.32951176805016e-06,-9.31556146128008e-08,1.4177609237215e-06,2.64955997793595,-4.32951837636098e-06,-9.31656261533936e-08,1.41753019268691e-06
65,2.64956199507462,-4.33077711566624e-06,-8.29031527719051e-07,1.26254322287495e-05,2.64956199497762,-4.33078440520385e-06,-8.29043492695371e-07,1.2625187250602e-05
66,2.64956722624588,-4.33406614698538e-06,-1.56398245221152e-06,2.38724903184171e-05,2.64956722627614,-4.33407311956286e-06,-1.56399640325455e-06,2.38722294285465e-05
67,2.64957565860177,-4.33938461751295e-06,-2.29718627571364e-06,3.5194088300164e-05,2.64957565875431,-4.33939016829782e-06,-2.29720224163723e-06,3.51938099764751e-05
68,2.64958727106266,-4.34674183886517e-06,-3.02781889976579e-06,4.66257357252644e-05,2.64958727133273,-4.34674468399185e-06,-3.02783688625925e-06,4.66254386417051e-05
69,2.64960203459969,-4.35615063599897e-06,-3.75505326275791e-06,5.82034670389123e-05,2.6496020349828,-4.35614929803825e-06,-3.75507323540291e-06,5.82031501324099e-05
70,2.64961991230752,-4.36762738510645e-06,-4.47805832368686e-06,6.99640108625351e-05,2.64961991279951,-4.36762016101663e-06,-4.47808019597804e-06,6.9963673416458e-05
71,2.64964085949701,-4.38119200132657e-06,-5.19599800220252e-06,8.1944958606633e-05,2.64964086009418,-4.381176967901e-06,-5.19602162370277e-06,8.19446019475735e-05
72,2.64966482380734,-4.39686820264097e-06,-5.90803010450213e-06,9.41849412652096e-05,2.64966482450657,-4.39684298748602e-06,-5.9080552022822e-06,9.41845647540503e-05
73,2.64969174533734,-4.41468315478301e-06,-6.61330506704903e-06,0.000106723794209362,2.64969174613632,-4.41464509523952e-06,-6.61333124874807e-06,0.000106723398115646
74,2.64972155679573,-4.43466776279169e-06,-7.31096472264551e-06,0.000119602730921476,2.64972155769327,-4.43461380858172e-06,-7.31099143163214e-06,0.000119602317281272
75,2.64975418366997,-4.45685673193425e-06,-8.0001409206965e-06,0.000132864515294625,2.64975418466635,-4.45678332334558e-06,-8.00016738808858e-06,0.000132864087330256
76,2.64978954441307,-4.48128854239054e-06,-8.67995403810597e-06,0.000146553629415202,2.6497895455105,-4.48119154988723e-06,-8.67997922546125e-06,0.000146553191836289
77,2.64982755064814,-4.50800549912735e-06,-9.3495113632379e-06,0.000160716438064298,2.64982755185126,-4.50788014697032e-06,-9.34953389212434e-06,0.000160715997434826
78,2.64986810738986,-4.5370537523229e-06,-1.00079053320245e-05,0.000175401346516812,2.64986810870643,-4.53689455114343e-06,-1.00079234017246e-05,0.000175400911695714
79,2.6499111132826,-4.56848332092585e-06,-1.06542116122913e-05,0.000190658948163304,2.64991111472432,-4.56828399884529e-06,-1.06542228942438e-05,0.000190658530831889
80,2.64995646085444,-4.60234807716848e-06,-1.12874869973833e-05,0.00020654215741618,2.64995646243782,-4.60210153789834e-06,-1.12874885166105e-05,0.000206541772693775
81,2.65000403678633,-4.63870572400198e-06,-1.19067671158551e-05,0.000223106321996623,2.65000403853387,-4.63840402436745e-06,-1.19067551049686e-05,0.000223105989161761
82,2.65005372219604,-4.67761772342011e-06,-1.25110639219127e-05,0.000240409307093383,2.65005372413747,-4.6772520999521e-06,-1.2511033650199e-05,0.000240409050400699
83,2.65010539293578,-4.71914918640651e-06,-1.30993629436017e-05,0.000258511541815649,2.65010539510958,-4.71871014412034e-06,-1.30993085279872e-05,0.00025851139141575
84,2.65015891990309,-4.76336868381159e-06,-1.36706202815408e-05,0.000277476015940779,2.65015892235811,-4.76284619406149e-06,-1.36705344747021e-05,0.000277476008871217
85,2.650214169364,-4.81034800307937e-06,-1.42237593369894e-05,0.000297368211888329,2.65021417216134,-4.80973182419934e-06,-1.42236332907557e-05,0.000297368393114354
86,2.65027100328781,-4.86016178246434e-06,-1.47576672138275e-05,0.000318255953248046,2.65027100650272,-4.85944197544134e-06,-1.47574902540916e-05,0.000318256376682119
87,2.6503292796926,-4.91288704109528e-06,-1.52711908238876e-05,0.000340209146733815,2.65032928341649,-4.91205472250464e-06,-1.52709502282271e-05,0.000340209876145669
88,2.65038885300068,-4.96860255860064e-06,-1.57631326237427e-05,0.000363299389165499,2.65038885734296,-4.96765096552357e-06,-1.57628134521087e-05,0.000363300498838695
89,2.65044957440309,-5.02738809487833e-06,-1.62322459856318e-05,0.000387599404746981,2.65044957949279,-5.02631402966399e-06,-1.62318310032861e-05,0.000387600979687804
90,2.65051129223252,-5.08932342389419e-06,-1.66772301729891e-05,0.000413182270452262,2.65051129821918,-5.08812915361462e-06,-1.66766999319806e-05,0.000413184405881611
91,2.65057385234356,-5.1544871902431e-06,-1.70967249043868e-05,0.000440120378564001,2.65057385939719,-5.1531828445552e-06,-1.70960580720689e-05,0.000440123178356825
92,2.65063709849962,-5.22295557046716e-06,-1.74893044963997e-05,0.000468484075298442,2.65063710680908,-5.22156207349409e-06,-1.74884785464799e-05,0.000468487648950957
93,2.65070087276569,-5.29480080555828e-06,-1.78534715945092e-05,0.000498339902885664,2.65070088253477,-5.2933532807049e-06,-1.78524639998278e-05,0.000498344360537472
94,2.650765015906,-5.37008964872191e-06,-1.81876505257464e-05,0.000529748359569144,2.6507650273465,-5.36864115638599e-06,-1.81864406112664e-05,0.000529753804585779
95,2.65082936778577,-5.44888184721912e-06,-1.84901803516261e-05,0.000562761077930333,2.65082938110661,-5.44750715665593e-06,-1.84887519667416e-05,0.000562767596602415
96,2.65089376777603,-5.53122880744749e-06,-1.8759307754352e-05,0.00059741730720183,2.65089378316747,-5.5300277096774e-06,-1.87576529034298e-05,0.000597424955283702
97,2.65095805516029,-5.61717264813756e-06,-1.89931800055454e-05,0.000633739570633324,2.65095807277257,-5.61627206123271e-06,-1.89913034818097e-05,0.000633748356778602
98,2.65102206954173,-5.7067458087122e-06,-1.91898383437819e-05,0.000671728355898091,2.65102208945778,-5.70629970372176e-06,-1.91877632943373e-05,0.000671738222572531
99,2.6510856512493,-5.7999713848635e-06,-1.93472122913964e-05,0.000711355687010387,2.65108567345178,-5.80015732771368e-06,-1.9344986386067e-05,0.000711366490219343
100,2.65114864174038,-5.89686419564451e-06,-1.94631155725786e-05,0.00075255742337767,2.65114866607457,-5.89787523144055e-06,-1.94608171438205e-05,0.000752568913484672
101,2.6512108839979,-5.99743234619208e-06,-1.95352444745015e-05,0.000795224139771427,2.65121091013322,-5.99946312178298e-06,-1.95329876085762e-05,0.000795235946671758
102,2.65127222291888,-6.10167868059223e-06,-1.95611796063748e-05,0.000839190466003349,2.65127225031381,-6.10490524147118e-06,-1.95591167821664e-05,0.000839202092775216
103,2.65133250569197,-6.20960110407129e-06,-1.95383920852373e-05,0.000884222814740869,2.65133253356847,-6.21415476287153e-06,-1.95367126348274e-05,0.000884233644267527
104,2.65139158216134,-6.32119023754585e-06,-1.94642549809638e-05,0.000930005509814233,2.65139160949679,-6.32712740072015e-06,-1.94631776739116e-05,0.000930014828390245
105,2.65144930517609,-6.43642267418134e-06,-1.93360607102697e-05,0.000976125457045801,2.65144933072044,-6.44369421682556e-06,-1.93358191030765e-05,0.000976132497366214
106,2.65150553092495,-6.55524824703951e-06,-1.91510445204735e-05,0.00102205568819905,2.65150555325022,-6.56367362186217e-06,-1.91518647790088e-05,0.00102205969098339
107,2.65156011925931,-6.67757019023453e-06,-1.89064140199296e-05,0.00106713836761435,2.65156013684455,-6.68682262604815e-06,-1.8908486347812e-05,0.00106713865773878
108,2.65161293400847,-6.80321851850136e-06,-1.85993843429157e-05,0.00111056819186777,2.65161294535854,-6.8128274550383e-06,-1.86028310976167e-05,0.00111056426222403
109,2.65166384329364,-6.93191914686271e-06,-1.82272185846876e-05,0.00115137755061571,2.65166384708278,-6.94129373283887e-06,-1.82320641714168e-05,0.00115136913565622
110,2.65171271984657,-7.06326153139572e-06,-1.77872744708954e-05,0.00118842530328961,2.65171271507099,-7.07173654217578e-06,-1.77934228083521e-05,0.00118841243646249
111,2.6517594413378,-7.1966708404865e-06,-1.7277058597211e-05,0.00122039161280293,2.65175942745584,-7.20357080494482e-06,-1.72842841755733e-05,0.00122037465183994
112,2.65180389071512,-7.33138936479751e-06,-1.66942914818244e-05,0.00124578181911247,2.6518038677519,-7.3361025784823e-06,-1.6702248059312e-05,0.00124576143312904
113,2.65184595654923,-7.46647101337497e-06,-1.60369872449466e-05,0.00126294280487678,2.65184592514532,-7.46852203011203e-06,-1.60452351388825e-05,0.0012629199226289
114,2.65188553337773,-7.60079085883714e-06,-1.53035518230002e-05,0.00127009553015594,2.65188549476926,-7.59989901908367e-06,-1.53116007075645e-05,0.00127007125660577
115,2.65192252203595,-7.73306823631597e-06,-1.44929017356047e-05,0.00126538722051864,2.65192247796446,-7.72918236008882e-06,-1.45002624789835e-05,0.00126536273412046
116,2.65195682996177,-7.86190014586557e-06,-1.36046025891539e-05,0.00124696586519309,2.65195678252442,-7.85520393595734e-06,-1.3610839507019e-05,0.00124694231158944
117,2.65198837146364,-7.98580057563804e-06,-1.26390224548584e-05,0.00121307801949037,2.65198832292448,-7.97668883122041e-06,-1.2643797285978e-05,0.00121305641682144
118,2.65201706794514,-8.10324133674104e-06,-1.1597490957947e-05,0.00116218827933223,2.6520170205342,-8.09227253120499e-06,-1.16005918997664e-05,0.00116216944661133
119,2.65204284808496,-8.21269172699765e-06,-1.04824513668956e-05,0.00109311523880901,2.65204280381269,-8.2005259341723e-06,-1.04838038684122e-05,0.00109309975364955
120,2.65206564797643,-8.31265602354696e-06,-9.29759069639328e-06,0.00100517454444877,2.65206560848622,-8.29998843084151e-06,-9.29725041939308e-06,0.00100516273068612
121,2.65208541123418,-8.40170936628245e-06,-8.04793223871244e-06,0.000898315428630825,2.65208537770785,-8.38920861644916e-06,-8.04606370087624e-06,0.000898307370149341
122,2.65210208907725,-8.47853314674164e-06,-6.7398761128795e-06,0.000773233756743414,2.65210206219849,-8.46679135380111e-06,-6.73672240148882e-06,0.000773229330472979
123,2.65211564039731,-8.54195088620268e-06,-5.381176350018e-06,0.000631443246564095,2.65211562036931,-8.53144898639446e-06,-5.37702573939407e-06,0.000631442166922673
124,2.6521260318186,-8.59096451491062e-06,-3.98084751566529e-06,0.000475288117378531,2.65212601842488,-8.58205363789452e-06,-3.97600205340379e-06,0.000475289984784294
125,2.6521332377531,-8.62478943094686e-06,-2.54899963703818e-06,0.000307885548218015,2.65213323044713,-8.61768688587952e-06,-2.54374920347288e-06,0.000307889895815618
126,2.65213724045154,-8.64288591904342e-06,-1.09660655454073e-06,0.000132994727382857,2.65213723845964,-8.63768282003707e-06,-1.09121023633297e-06,0.000133001061946229
127,2.6521380300486,-8.64498360402367e-06,3.64780512785323e-07,-4.51802439267926e-05,2.65213803247223,-8.6416607031423e-06,3.70105493227833e-07,-4.51724090966187e-05
128,2.65213560459892,-8.63109581923899e-06,1.82335667944444e-06,-0.000222235792433917,2.65213561050579,-8.62954418348245e-06,1.82843936432556e-06,-0.000222226913287894
129,2.6521299701001,-8.60152159396684e-06,3.26740279187751e-06,-0.000393836617762498,2.6521299785972,-8.60156519450919e-06,3.27211773207709e-06,-0.000393827103512085
130,2.65212114049881,-8.55683421054929e-06,4.68561722518486e-06,-0.00055597576474149,2.65212115078428,-8.55825215726462e-06,4.68988027872379e-06,-0.000555965968976794
131,2.65210913767699,-8.49785686301225e-06,6.06741791884928e-06,-0.000705198407757268,2.65210914907103,-8.50040364243744e-06,6.07118011577963e-06,-0.000705188626746208
132,2.65209399141584,-8.42562688799154e-06,7.40319571952632e-06,-0.000838767056327852,2.65209400337298,-8.42905000623816e-06,7.40643673218028e-06,-0.000838757526114481
133,2.65207573933635,-8.3413527220854e-06,8.68450685545564e-06,-0.000954755556450219,2.65207575144296,-8.34540648487255e-06,8.68722840516904e-06,-0.000954746459076714
134,2.6520544268162,-8.24636568463012e-06,9.90419722575571e-06,-0.00105207009735671,2.65205443877737,-8.25082169987233e-06,9.90641729341475e-06,-0.00105206156746936
135,2.65203010688306,-8.14207095615368e-06,1.10564589478769e-05,-0.00113040504459374,2.65203011850328,-8.14672547842382e-06,1.10582070378499e-05,-0.00113039717483506
136,2.65200284008543,-8.02990114151237e-06,1.21368250658396e-05,-0.00119014825522254,2.65200285124651,-8.03457940951742e-06,1.21381383766316e-05,-0.00119014110278828
137,2.65197269434189,-7.91127466969582e-06,1.31421119875043e-05,-0.0012322538519973,2.65197270498115,-7.91583277932173e-06,1.31430324222337e-05,-0.00123224744493892
138,2.65193974476998,-7.78756079964774e-06,1.40703217157013e-05,-0.00125810041716662,2.65193975486073,-7.79188561926967e-06,1.40708936094341e-05,-0.00125809476017122
139,2.65190407349622,-7.66005209733667e-06,1.49205166046295e-05,-0.00126935005656047,2.65190408303166,-7.66405970419825e-06,1.49207849947178e-05,-0.0012693451360741
140,2.65186576944812,-7.52994447673938e-06,1.56926785686109e-05,-0.00126781986082108,2.65186577842911,-7.53357756333326e-06,1.56926878938856e-05,-0.00126781564946137
141,2.65182492812925,-7.39832435210599e-06,1.63875631229224e-05,-0.00125537298053013,2.65182493655617,-7.40154897482926e-06,1.63873562192432e-05,-0.00125536944080881
142,2.65178165137855,-7.26616199661961e-06,1.70065564026666e-05,-0.00123383260288776,2.65178165924654,-7.26896402258436e-06,1.70061737586406e-05,-0.00123382969029684
143,2.6517360471143,-7.13431010911547e-06,1.75515412076711e-05,-0.00120491901132759,2.65173605441148,-7.13669158737209e-06,1.75510203960376e-05,-0.00120491667685575
144,2.65168822906375,-7.00350642367635e-06,1.80247758945408e-05,-0.00117020777562408,2.65168823577159,-7.00548208894132e-06,1.8024151174995e-05,-0.00117020596778068
145,2.65163831647894,-6.87437931344649e-06,1.8428788258754e-05,-0.00113110589976941,2.65163832257415,-6.87597335012755e-06,1.84280903140788e-05,-0.00113110456619061
146,2.65158643383939,-6.74745541395784e-06,1.87662850677926e-05,-0.00108884227354643,2.65158643929658,-6.7486985778689e-06,1.87655408673011e-05,-0.00108884136225636
147,2.6515327105423,-6.62316848183156e-06,1.90400769150233e-05,-0.00104446881779686,2.65153271533689,-6.62409561523821e-06,1.90393096873618e-05,-0.00104446827817807
148,2.65147728058066,-6.50186883147389e-06,1.92530173407823e-05,-0.000998869081298787,2.65147728469179,-6.50251678746167e-06,1.9252246656598e-05,-0.000998868864819571
149,2.65142028221041,-6.383832847574e-06,1.94079548215625e-05,-0.000952771575732796,2.65142028562326,-6.38423882599158e-06,1.94071967411048e-05,-0.000952771636490398
150,2.65136185760679,-6.26927224957379e-06,1.95076959276396e-05,-0.000906765707474757,2.65136186031451,-6.26947249780321e-06,1.95069632325603e-05,-0.000906766002569173
151,2.65130215251125,-6.158342828125e-06,1.95549780395458e-05,-0.000861318706490119,2.65130215451595,-6.1583716874544e-06,1.95542805087159e-05,-0.000861319196268488
152,2.65124131586894,-6.05115252929069e-06,1.95524499933415e-05,-0.000816792423644626,2.65124131718232,-6.05104177616086e-06,1.95517947150674e-05,-0.000816793071840929
153,2.65117949945851,-5.9477688029517e-06,1.9502659201075e-05,-0.000773459252505856,2.65117950010168,-5.94754723666514e-06,1.95020509053314e-05,-0.000773460026290714
154,2.65111685751434,-5.84822518359387e-06,1.94080439517429e-05,-0.000731516730178102,2.6511168575172,-5.84791841776205e-06,1.94074853459562e-05,-0.000731517600134909
155,2.65105354634259,-5.75252711705632e-06,1.92709297666244e-05,-0.000691100592560755,2.65105354574284,-5.75215753122702e-06,1.92704218681141e-05,-0.000691101532605238
156,2.65098972393181,-5.66065705215877e-06,1.90935288695595e-05,-0.000652296215162552,2.65098972277364,-5.66024387983198e-06,1.9093071325021e-05,-0.00065229720242413
157,2.65092554955911,-5.57257890376188e-06,1.88779420078351e-05,-0.000615148474599311,2.65092554789178,-5.57213838108534e-06,1.88775333742872e-05,-0.00061514948925403
158,2.65086118339293,-5.48824185112314e-06,1.86261619283701e-05,-0.000579670130403473,2.65086118126931,-5.48778744984918e-06,1.86257999497102e-05,-0.000579671155489912
159,2.65079678609349,-5.40758361188954e-06,1.83400780831778e-05,-0.000545848862635142,2.65079678356849,-5.40712630616393e-06,1.83397599127253e-05,-0.00054584988385458
160,2.65073251841152,-5.33053323924727e-06,1.80214820758149e-05,-0.000513653116363843,2.65073251554087,-5.33008177409779e-06,1.80212044806997e-05,-0.000513654121860817
161,2.65066854078707,-5.25701348104099e-06,1.76720735948671e-05,-0.000483036905366452,2.65066853762596,-5.25657463452015e-06,1.76718331185986e-05,-0.000483037886287865
162,2.65060501294852,-5.18694266635078e-06,1.72934665453829e-05,-0.000453943725411,2.65060500955065,-5.18652159031188e-06,1.72932596540125e-05,-0.000453944674357472
163,2.65054209351348,-5.12023642667229e-06,1.68871952303464e-05,-0.000426309706997462,2.65054208993015,-5.11983689736846e-06,1.68870184351567e-05,-0.00042631061687567
164,2.65047993959239,-5.05680921636404e-06,1.64547205702155e-05,-0.000400066127924561,2.65047993587177,-5.05643370929848e-06,1.64545703992285e-05,-0.000400066994729126
165,2.65041870639535,-4.99657507708393e-06,1.59974356371101e-05,-0.000375141404794031,2.6504187025822,-4.99622517830046e-06,1.59973089563775e-05,-0.000375142225462723
