step,x_I,y_I,z_I,u_B,v_B,w_B,phi,theta,psi,p,q,r,ref_x,ref_y,ref_z,ref_xb,ref_yb,ref_zb,ref_phi,ref_theta,ref_psi,ref_p,ref_q,ref_r
25,0.26111795656439,0.893938932401394,-0.87796582412556,0.762380107699499,-0.148362629020823,-0.234130997067107,0.194091261677239,-0.0496280425441164,2.55485099842909,-0.167771119206132,0.303075540487277,1.52376378183949,0.362357754476683,0.932039085967237,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,2.77079632679487,-1.43444685631125e-17,0.101411272958268,0.994844587720607
26,0.229972447805817,0.917956423246983,-0.888397887830875,0.780211240190375,-0.112827336734625,-0.218801893764745,0.182072802811396,-0.0488295432099526,2.63155016980107,-0.161704955248797,0.301179074069279,1.48049756160748,0.315322362395278,0.948984619355598,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,2.82079632679487,-1.32408425732046e-17,0.101411272958268,0.994844587720607
27,0.195716299266098,0.938763180878912,-0.897753350607342,0.799774896319048,-0.0828396943214057,-0.203779802989568,0.170673213682082,-0.046929309998663,2.70604934916285,-0.151438557764135,0.295775815305698,1.43657241299572,0.267498828624597,0.963558185417206,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,2.87079632679487,-1.25786669792599e-17,0.101411272958268,0.994844587720607
28,0.158738167638379,0.956349549249901,-0.906168014258507,0.820051034254301,-0.0580653683528316,-0.189182923692695,0.160130585055244,-0.0441918651682112,2.77830000536393,-0.138496021174245,0.287381719885846,1.39305974604607,0.219006687093052,0.975723357826673,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,2.92079632679487,-1.23579417812783e-17,0.101411272958268,0.994844587720607
29,0.11941681759251,0.970727230739277,-0.913764117333477,0.840221507557911,-0.0380269570443538,-0.175129595105457,0.150585953406934,-0.0408710259909811,2.84831635743854,-0.124126517561608,0.276599365023252,1.35084318614296,0.169967142900251,0.985449729988475,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,2.97079632679487,-1.21372165832967e-17,0.101411272958268,0.994844587720607
30,0.0781160707266512,0.98192539897717,-0.920649354885295,0.859666922407034,-0.022169976879326,-0.16172027572543,0.142101715260472,-0.0371958368662575,2.91616408366694,-0.109305596672263,0.264057815830049,1.3106083351093,0.120502769367377,0.992712991037605,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.02079632679487,-1.36822929691678e-17,0.101411272958268,0.994844587720607
31,0.0351813206482033,0.989987078513172,-0.92691680942723,0.87794975671676,-0.00991474636223048,-0.149029190904259,0.134680091264918,-0.0333622923785654,2.98194809741729,-0.094756335046827,0.250366671505714,1.27285032114853,0.0707372016677133,0.997494986604072,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.07079632679487,-1.34615677711862e-17,0.101411272958268,0.994844587720607
32,-0.00906260775213675,0.994965915064857,-0.932645608480036,0.894789557066579,-0.000694215921645057,-0.137102518308739,0.128280051242593,-0.0295298344047659,3.04580083520273,-0.0809819028654573,0.236083536058318,1.23789249335885,0.0207948278031029,0.999783764189376,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.12079632679487,-1.45651937610941e-17,0.101411272958268,0.994844587720607
33,-0.054312484085461,0.996923406604295,-0.937902096262487,0.910034866131242,0.00602077794803706,-0.125960534672735,0.12283182342641,-0.0258214464234298,3.10787191058512,-0.0683029910761491,0.221693430224469,1.20591100022666,-0.0291995223012784,0.999573603041525,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.17079632679487,-1.36822929691678e-17,0.101411272958268,0.994844587720607
34,-0.100286808682297,0.995926620933617,-0.942741315033274,0.923635223162237,0.0107066280546091,-0.115601792626676,0.118248663051051,-0.0223262096413115,3.16831952078143,-0.0568954526542085,0.207598215217735,1.17696140027613,-0.0791208888067237,0.99686502845394,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.22079632679487,-1.41237433651309e-17,0.101411272958268,0.994844587720607
35,-0.146725271078164,0.992046391080226,-0.947208620676004,0.935615376578448,0.0137800434156116,-0.106008000813926,0.114435930591193,-0.0191033433324199,3.22730367113032,-0.0468251919965222,0.19411392379116,1.15100469872331,-0.128844494295515,0.991664810452491,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.27079632679487,-1.52273693550388e-17,0.101411272958268,0.994844587720607
36,-0.193387721816578,0.985355955636263,-0.951341295702308,0.946052874051205,0.0155968639344917,-0.097148779858662,0.111297750321007,-0.0161869572884517,3.28498108935936,-0.038078668460254,0.181473939652064,1.12793120748322,-0.178246055649482,0.98398594687396,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.32079632679487,-1.50066441570572e-17,0.101411272958268,0.994844587720607
37,-0.24005282331657,0.975929995900039,-0.955170062752035,0.955059482061061,0.0164546944461422,-0.088985842814321,0.108741623157995,-0.0135909515202386,3.34150160543175,-0.0305883492992837,0.169836163844301,1.10758137841256,-0.227202094693078,0.973847630878219,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.37079632679487,-1.45651937610941e-17,0.101411272958268,0.994844587720607
38,-0.286516518300469,0.963844013690507,-0.958720437844029,0.962766410627395,0.0165978468667471,-0.081476409590609,0.106681392262821,-0.0113136817315782,3.39700574136838,-0.0242530960828257,0.159292589612524,1.08976328942055,-0.275590246824504,0.961275202975325,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.42079632679487,-1.45651937610941e-17,0.101411272958268,0.994844587720607
39,-0.332590427182995,0.949173991242717,-0.96201389250546,0.969313033258876,0.0162234637800873,-0.0745758307159625,0.105038937327606,-0.00934215794919858,3.45162326237484,-0.0189538626919225,0.149880020964614,1.07426681248262,-0.323289566863495,0.946300087687441,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.47079632679487,-1.43444685631125e-17,0.101411272958268,0.994844587720607
40,-0.37810026041104,0.93199627603789,-0.965068816673448,0.974838646435913,0.0154880304075068,-0.0682394899904487,0.103744927012381,-0.00765565673431069,3.50547246698251,-0.0145652899354877,0.141590976320721,1.06087470513949,-0.370180831351279,0.928959715003897,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.52079632679487,-1.45651937610941e-17,0.101411272958268,0.994844587720607
41,-0.422884308977162,0.912387637423526,-0.967901290231652,0.979476762179556,0.0145137506138307,-0.0624240997681054,0.10273890379003,-0.00622870827773131,3.55866002768334,-0.0109638607781212,0.134384094178183,1.04937098090866,-0.416146836547135,0.909297426825711,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.57079632679487,-1.41237433651309e-17,0.101411272958268,0.994844587720607
42,-0.466792056697151,0.890425447379106,-0.970525681142843,0.983351436052258,0.0133944670653567,-0.0570885145748397,0.101968920590008,-0.00503347404945937,3.61128122780138,-0.00803327762771457,0.128193591478096,1.03954696046704,-0.461072691376706,0.887362368633406,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.62079632679487,-1.65517205429283e-17,0.101411272958268,0.994844587720607
43,-0.509682941473907,0.866187944001298,-0.972955093544304,0.986575175525602,0.0122009538743679,-0.052194181948369,0.101390898852364,-0.00404156446145727,3.66342047164926,-0.0056676730151559,0.122937514416387,1.03120540732042,-0.504846104599851,0.863209366648905,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.67079632679487,-1.74346213348546e-17,0.101411272958268,0.994844587720607
44,-0.551425279554303,0.839754542672867,-0.975201691080911,0.989248032520731,0.0109855126528753,-0.0477053331909865,0.100967834929887,-0.00322536454274884,3.7151519720103,-0.00377319074678608,0.118524667795106,1.024163126832,-0.547357665480265,0.836898790798531,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.72079632679487,-1.69931709388914e-17,0.101411272958268,0.994844587720607
45,-0.591895356462403,0.811206166079197,-0.977276920236386,0.991457547866868,0.00978587040743414,-0.0435889972668619,0.10066894660713,-0.00255894333570486,3.7665405414717,-0.0022683913665785,0.114860217284991,1.01825236789944,-0.58850111725534,0.808496403819624,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.77079632679487,-1.80967969287993e-17,0.101411272958268,0.994844587720607
46,-0.630976680524747,0.780625570019369,-0.97919165637868,0.99327927771527,0.00862841936868284,-0.0398149019754039,0.100468823385871,-0.00201862306892675,3.8176424324579,-0.00108385294864088,0.111850034793009,1.01332132027113,-0.628173622722734,0.778073196887956,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.82079632679487,-1.7213896136873e-17,0.101411272958268,0.994844587720607
47,-0.668559389327403,0.748097647195883,-0.980956292353868,0.994777688906282,0.00753086213981856,-0.0363553096645095,0.100346622277812,-0.00158327977065909,3.86850618552433,-0.000161261209823683,0.10940390626974,1.00923395312899,-0.66627602127982,0.745705212176756,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.87079632679487,-1.8758972522744e-17,0.101411272958268,0.994844587720607
48,-0.704539795700197,0.713709695796131,-0.982580786250005,0.996007260184597,0.00650433621672187,-0.0331848208455701,0.100285334193543,-0.00123443979064097,3.91917345715154,0.000547785528693384,0.107437749177175,1.00586939539234,-0.70271307677355,0.711473352790882,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.92079632679487,-1.92004229187072e-17,0.101411272958268,0.994844587720607
49,-0.738820057573009,0.677551643681981,-0.984074681753805,0.99701366846377,0.00555509424479224,-0.0302801681885932,0.100271133695625,-0.000956228087476863,3.96967980745399,0.0010830897718466,0.105874998347378,1.00312101715357,-0.737393715541243,0.675463180551189,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,3.97079632679487,-1.96418733146703e-17,0.101411272958268,0.994844587720607
50,-0.771307954986023,0.639716222393364,-0.985447111555761,0.997834974233724,0.00468581341134512,-0.027620015205664,0.100292816057059,-0.00073521508685102,4.02005543533684,0.00147716887150016,0.104647318341123,1.00089533567752,-0.770231254047306,0.637764702134543,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.02079632679487,-1.8758972522744e-17,0.101411272958268,0.994844587720607
51,-0.801916757389562,0.600299087978894,-0.986706791643667,0.998502748251972,0.00389660129901764,-0.0251847680220093,0.100341319509675,-0.000560200083366134,4.07032585407451,0.00175649146943036,0.103694791278962,0.999110838783245,-0.801143615546933,0.598472144103997,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.07079632679487,-2.11869497005414e-17,0.101411272958268,0.994844587720607
52,-0.830565164905129,0.559398887934651,-0.987862012111117,0.999043103619953,0.00318575784658103,-0.0229564045118478,0.100409326666443,-0.000421960970798653,4.12051250435698,0.00194258932938437,0.102965714457948,0.997696793048419,-0.830053535235222,0.557683717391458,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.12079632679487,-2.03040489086151e-17,0.101411272958268,0.994844587720607
