step,position_error_m,attitude_error_deg,velocity_error_ms,rate_error_rads,yaw_error_raw_rad,yaw_error_corrected_rad,fullstate_error,cumulative_mse_pos,cumulative_rmse_pos,cumulative_mse_full,cumulative_rmse_full,cumulative_mse_input,cumulative_rmse_input,in_track,solve_time_s
1,0.282842712474619,2.91774937823045,0.53851648071345,0.998784708348756,0,0,1.17054012377336,0.0800000000000001,0.282842712474619,1.37016418136336,1.17054012377336,0.258180481816023,0.508114634522588,0,0.0182276
2,0.301386403115876,3.81358433837829,0.506296309947603,2.84510130772048,-0.0248219713501905,-0.0248219713501905,2.90623490953414,0.0854168819915626,0.292261666989639,4.90818276537914,2.215441889416,0.147364581000132,0.383880946388502,0,0.009923
3,0.319648828673412,9.39641409053858,0.45476491081908,1.662916344425,-0.022904565173606,-0.022904565173606,1.76101468751869,0.0910030458851365,0.301667111043177,4.30584608680494,2.07505327324504,0.159922175077238,0.399902707014141,0,0.0140974
4,0.334348535908821,12.7631798588027,0.368573210504391,0.793937317774644,-0.019086199685612,-0.019086199685612,0.963116513985551,0.0961995202799455,0.310160475044686,3.46128291998163,1.86045234284075,0.14737925713486,0.383900061389497,0,0.0151732
5,0.343471182223031,14.0379690042426,0.287105080488704,0.177035836866286,-0.0149144727368049,-0.0149144727368049,0.540159948336081,0.100554106827494,0.317102675528753,2.82738088994259,1.6814817542699,0.12446187928718,0.352791552176608,0,0.0131104
6,0.346590443749594,13.68538318934,0.226185070839851,0.367863201835732,-0.00805252325941774,-0.00805252325941774,0.603042010454297,0.103815911639335,0.322204766630376,2.41676068601428,1.55459341501702,0.104368579669802,0.32306126302886,0,0.0198357
7,0.344062751323738,12.3011916738012,0.203795609039775,0.609280875373967,-0.00249493575359772,-0.00249493575359772,0.75975621879262,0.105896378097781,0.32541723694018,2.15397051829711,1.46764114084374,0.0894804897006023,0.299132896386543,0,0.0162016
8,0.336592483157013,10.4059267459363,0.224229648275049,0.72103095055948,0.0013009174204297,0.0013009174204297,0.846430179923556,0.106821143300284,0.326835039890591,1.97427970969565,1.40509064109603,0.0784733570168544,0.280130964045131,0,0.0190504
9,0.32499240378741,8.31715317993787,0.268515511209832,0.744165859430111,0.00320908419691679,0.00320908419691679,0.867511031579076,0.106687689880199,0.326630815876578,1.83853478527518,1.35592580375003,0.0699079073965939,0.264401035165511,0,0.0087012
10,0.310096898470024,6.24185921989822,0.316520301362045,0.712439939501079,0.00353100400538597,0.00353100400538597,0.846040185432462,0.105634929536252,0.325015275850616,1.72625970628432,1.3138720281231,0.0629695289322062,0.250937300798837,0,0.0133315
11,0.292723419098075,4.30955902844799,0.357591758060137,0.648214245694282,0.00267750603573091,0.00267750603573091,0.799623673767163,0.103821481404635,0.322213409721935,1.62745409840837,1.2757170918383,0.0572490260933306,0.239267687106577,0,0.0120264
12,0.273643899437573,2.60535575779136,0.38744963763915,0.566507546203726,0.00103560595046881,0.00103560595046881,0.740267999703043,0.101409773262532,0.318449012029449,1.53749931615637,1.23995940101133,0.0524929829663483,0.22911347181331,0,0.0084174
13,0.253559898337638,1.22890921464335,0.405116612955773,0.47761337827077,-0.00108041848940266,-0.00108041848940266,0.676007891897822,0.0985546077842601,0.31393408190934,1.45438295875266,1.20597800923261,0.0484982613631763,0.220223208048508,0,0.0083744
14,0.233083959447298,0.736081203344851,0.411305404013144,0.38857481432034,-0.00343447908464656,-0.00343447908464656,0.612091251609834,0.0953955738105008,0.308861738987691,1.3772595831487,1.17356703393914,0.0450935981351828,0.212352532678993,0,0.0084467
15,0.212729341335922,1.41185182512608,0.407550263580034,0.304121805390421,-0.00585602928428797,-0.00585602928428797,0.551768306644274,0.0920527870674817,0.303402022187529,1.30573882855326,1.14268929659521,0.0421442664458295,0.205290687674403,0,0.0085886
16,0.192907968523005,2.10813757303762,0.395708322944038,0.227289357500063,-0.00822333292623512,-0.00822333292623512,0.496802583878153,0.0886253306457437,0.297700068266273,1.23955595222793,1.11335347137732,0.0395525729890973,0.198878286871889,0,0.0087402
17,0.173934901465958,2.63669849495901,0.377670179592743,0.159891702419129,-0.0104490440532485,-0.0104490440532485,0.447851790013985,0.0851916847223454,0.291876146203052,1.17843920361563,1.08555939663181,0.037251070090723,0.193005362854826,0,0.0085262
