step,position_error_m,attitude_error_deg,velocity_error_ms,rate_error_rads,yaw_error_raw_rad,yaw_error_corrected_rad,fullstate_error,cumulative_mse_pos,cumulative_rmse_pos,cumulative_mse_full,cumulative_rmse_full,cumulative_mse_input,cumulative_rmse_input,in_track,solve_time_s
1,1.01138518873869,90.0118385420014,0.5,0.5024279411079,-1.5707963267949,-1.5707963267949,1.99834534044345,1.0229,1.01138518873869,3.99338409967205,1.99834534044345,7.0288486522962,2.65119758831668,0,0.01939
2,0.999702224943299,90.0029250386071,0.705192401952629,2.1239194717671,-1.5703161635164,-1.5703161635164,2.9112362100913,1.01115226927829,1.00556067409097,6.2343401853094,2.49686607276189,5.6208526364312,2.37083374289114,0,0.0137804
3,0.967044609666673,87.3395317158558,1.00767216734126,2.18598208850692,-1.51975792708701,-1.51975792708701,3.00878328868776,0.985826605213983,0.992888012423346,7.1738190829685,2.67839860419776,4.29228205235295,2.07178233710806,0,0.0187144
4,0.919290430932427,81.5295771204226,1.20528576671654,2.63245733687503,-1.41510820740499,-1.41510820740499,3.35446779854503,0.950643678011469,0.975009578420371,8.19347786509527,2.86242517196437,3.32946329149023,1.82468169593774,0,0.0132495
5,0.862595404388077,72.4826667355442,1.30170868774646,3.67510451706947,-1.25641448096989,-1.25641448096989,4.18870974800254,0.909329108743462,0.953587494015867,10.0638401626785,3.17235561731003,2.66697172602614,1.63308656415578,0,0.0134494
6,0.802035786764272,62.5175677185754,1.3024178495172,3.24664076934452,-1.08240540336991,-1.08240540336991,3.75110793797698,0.864984491161315,0.930045424246211,10.7316685959577,3.27592255646524,2.22614149896494,1.49202597127695,0,0.0158258
7,0.741213446375244,53.7998894298592,1.25358357332295,2.79317220111482,-0.931786836825746,-0.931786836825746,3.28700065620091,0.819900617150766,0.905483637152415,10.7420549842302,3.27750743465675,1.92125792494761,1.38609448629868,0,0.0202544
8,0.682068300404502,46.351608513768,1.18005195176825,2.39337167922313,-0.803707283867472,-0.803707283867472,2.87061485557916,0.775565185809006,0.880661788548252,10.4293518173354,3.22945069900988,1.69974405077318,1.3037423252979,0,0.0130379
9,0.625715853565807,40.0186175784618,1.09560911249426,2.04843781668158,-0.69483357449852,-0.69483357449852,2.50515844248139,0.732893535097292,0.85609201321896,9.96784815117991,3.15718991370173,1.53001904916744,1.23693938783088,0,0.0091829
10,0.572724969996995,34.6381286429081,1.0096970991553,1.74970855206321,-0.602111445812657,-0.602111445812657,2.18505425728631,0.692405570713369,0.832109109860822,9.44850954679042,3.07384279799576,1.39422806566446,1.18077435001971,0,0.008854
11,0.52330985759656,30.0645384879836,0.927026116284128,1.49390425878075,-0.522909564652503,-0.522909564652503,1.90796149887794,0.654355355835584,0.808922342277418,8.92049204991862,2.98671927872685,1.28196222460575,1.1322377067585,0,0.0086536
12,0.477492709688633,26.1701555176409,0.849595016098727,1.27704340830216,-0.45505634563469,-0.45505634563469,1.67011266764071,0.618825683499768,0.786654742247047,8.40955740597656,2.8999236896816,1.18689319783109,1.08944628037875,0,0.0085639
13,0.435189560817667,22.8443173932391,0.777995989190671,1.09405411979661,-0.396747142458337,-0.396747142458337,1.46648922294866,0.585792165833991,0.765370606852648,7.92809842405718,2.81568791311416,1.10497918780796,1.05117990268458,0,0.0086696
14,0.396259444377288,19.9931736359925,0.712109592848247,0.940300630046475,-0.346488499561074,-0.346488499561074,1.29230441432524,0.555165693078578,0.745094418901778,7.48109501514484,2.73515904750434,1.03348209922187,1.01660321621657,0,0.0084536
15,0.360532062739556,17.5379867788607,0.651536179551035,0.811363421080541,-0.303041502812794,-0.303041502812794,1.14301701088637,0.526820204757555,0.725823811098503,7.06945453994689,2.65884458740012,0.970447880863863,0.985113130997584,0,0.008483
16,0.327822355893026,15.4134295655358,0.595818271264507,0.703185718075873,-0.265376070976148,-0.265376070976148,1.01454728071631,0.500610660524161,0.707538451622356,6.69194526775077,2.5868794459253,0.914421724093177,0.9562540060534,0,0.008648
17,0.297938467838852,13.5659283055808,0.544532927843516,0.612167781208868,-0.23263511417203,-0.23263511417203,0.903378613783643,0.476384582294397,0.690206188246959,6.34630689434435,2.51918774495756,0.864284556036671,0.929669057265364,0,0.0084836
18,0.270686498644565,11.9519520215307,0.497318301755756,0.535192345300411,-0.204104782644415,-0.204104782644415,0.806561753333217,0.453989393308511,0.67378735021408,6.02987550365522,2.45558048201545,0.819154203533335,0.905071380352585,0,0.008367
19,0.245873756336831,10.5363383775288,0.453870115275768,0.469629883219107,-0.179189604971583,-0.179189604971583,0.721679389298909,0.433276999137283,0.658237798320093,5.73992527403856,2.39581411508459,0.778322122419466,0.88222566411291,0,0.0084081
20,0.223311310299002,9.2907255071334,0.41392767709721,0.413320354811517,-0.157391534102754,-0.157391534102754,0.646785603979126,0.414106546245792,0.643511108098214,5.47384559121237,2.33962509629478,0.741210721236534,0.860935956524371,0,0.008327
21,0.202816144094144,8.19214614020632,0.377259251966102,0.364533682319528,-0.138292307466799,-0.138292307466799,0.580333520841067,0.396345967296241,0.62956013795049,5.2292237533171,2.28674960442045,0.707343322944055,0.841037052063733,0,0.0086351
22,0.184212972182553,7.22182502777438,0.343650644782845,0.321914934413279,-0.121538751905586,-0.121538751905586,0.521101388602585,0.379872715106427,0.616338149968365,5.00387479440285,2.23693424007118,0.676322327751502,0.822388185561722,0,0.0086358
23,0.167335700404157,6.36419529100109,0.312897817066126,0.284421448024823,-0.106830720200557,-0.106830720200557,0.468123652928119,0.364573955172658,0.603799598519789,4.79584283614319,2.18994128600362,0.647812960303597,0.804868287549955,0,0.0085413
24,0.15202849967698,5.60612715059165,0.284803013617038,0.251259042497647,-0.0939113496155333,-0.0939113496155333,0.420630771019987,0.350346401403549,0.591900668527709,4.6033881448676,2.1455507789068,0.621530962223702,0.788372349986795,0,0.0099969
25,0.138146483466175,4.93634705710592,0.259173437954977,0.221823022963078,-0.0825593194530572,-0.0825593194530572,0.377999400941172,0.33709592338317,0.580599623995029,4.42496796095737,2.10356078137937,0.597233145162788,0.772808608364832,0,0.0088874
26,0.125556008387464,4.34501652448491,0.235821517366268,0.195647508870226,-0.072582773739279,-0.072582773739279,0.339713071058949,0.324737015223901,0.569857012963692,4.25921553825317,2.0637866988265,0.574710054313341,0.758096335773588,0,0.0088025
27,0.114134641940908,3.8234368803876,0.214565981090891,0.172364566687213,-0.0638145772620624,-0.0638145772620624,0.305332477783489,0.313192189344904,0.559635764890794,4.10491970061377,2.02606014239799,0.55378020798694,0.744164100173437,0,0.0084924
28,0.103770857176018,3.36384718868761,0.195233200830681,0.151673104276158,-0.0561085930598093,-0.0561085930598093,0.274474065631847,0.302391339396838,0.549901208761026,3.96100599747416,1.990227624538,0.534285525375899,0.730948373947093,0,0.0086765
29,0.0943635205181837,2.95928648591689,0.177658447164962,0.133316557803491,-0.049336709280738,-0.049336709280738,0.24679536436793,0.292271102659174,0.540621034236714,3.82651985797069,1.95614924225395,0.516087657980833,0.718392412251712,0,0.0087212
30,0.085821237578786,2.60349718361617,0.161686874915634,0.117067936812116,-0.0433864010791596,-0.0433864010791596,0.221985560855117,0.28277424206452,0.531765213289211,3.70061178234594,1.92369742484257,0.499065014707234,0.706445337380915,0,0.0087898
31,0.0780616148890741,2.29085299786342,0.147174162525419,0.102720625368607,-0.0381586798970637,-0.0381586798970637,0.199759883863324,0.273849060569506,0.52330589579089,3.58252443488965,1.89275577793059,0.483110324902247,0.695061382111139,0,0.0087584
32,0.0710104855618241,2.01630092718586,0.133986802259215,0.0900833562873788,-0.0335663433909192,-0.0335663433909192,0.179856543186645,0.265448855209825,0.515217289315707,3.47158143305332,1.86321803153934,0.46812862323518,0.68419925696772,0,0.0087394
33,0.0646011359474061,1.77531158965401,0.122002079411372,0.078977931030943,-0.0295324808155852,-0.0295324808155852,0.162035181286726,0.257531414347882,0.50747553078733,3.36717761386911,1.83498708820229,0.454035569259112,0.6738216153101,0,0.0132586
34,0.0587735598998714,1.56383517801727,0.111107798737631,0.0692385143943142,-0.0259892062602507,-0.0259892062602507,0.146076050637958,0.250058558965394,0.500058555536644,3.26877057265443,1.80797416260699,0.440756035603055,0.663894596756936,0,0.016615
35,0.0534737581951933,1.37826163604514,0.101201822045152,0.0607116447844665,-0.0228765920471958,-0.0228765920471958,0.131779392276556,0.242995727075398,0.492945967703762,3.17587329367084,1.78209800338557,0.428222914170696,0.654387434300733,0,0.0180439
36,0.0486530933256435,1.2153840677523,0.0921914775048731,0.0532564100798774,-0.0201417684617882,-0.0201417684617882,0.118964723424627,0.23631159919803,0.486118914668037,3.0880477189972,1.75728418845592,0.416376101046989,0.645272113954252,1,0.0141088
37,0.0442677043413818,1.07236450889878,0.0839928927953946,0.0467444966629603,-0.017738153051357,-0.017738153051357,0.107469917754466,0.229977762183155,0.479559967244093,3.00489912613841,1.73346448655241,0.405161629198595,0.636523078292213,1,0.0152877
38,0.0402779824207993,0.946701362190395,0.0765302936982046,0.041060001047076,-0.0156247761481363,-0.0156247761481363,0.0971500734970889,0.223968408332753,0.473253006681155,2.92607120536583,1.71057627873353,0.394530924335482,0.628116967081356,1,0.0120249
39,0.0366481051383196,0.836198073290332,0.0697352993699983,0.0360990030074798,-0.013765677180285,-0.013765677180285,0.0878762220256979,0.218260066673202,0.467183118994256,2.85124174446921,1.68856203453388,0.384440164073167,0.620032389535553,1,0.011262
40,0.033345625672995,0.738932923460722,0.0635462364265997,0.0317689452794551,-0.0121293553915987,-0.0121293553915987,0.0795339460322146,0.21283136327516,0.461336496795083,2.78011884207177,1.66736883804147,0.374849724215453,0.612249723736526,1,0.011975
41,0.0303411122117026,0.653230040825943,0.0579074866526793,0.0279878855706114,-0.0106882660467731,-0.0106882660467731,0.0720219756885574,0.207662807660893,0.455700348541554,2.71243758165495,1.64694795960739,0.365723698857734,0.604750939526127,1,0.0125879
42,0.0276078323448432,0.577631854778804,0.052768877554005,0.0246836738862177,-0.00941835811192249,-0.00941835811192249,0.0652508146396932,0.202736602535795,0.450262814960102,2.64795710753962,1.62725446920253,0.35702948329571,0.597519441772157,1,0.0104407
43,0.0251214771737988,0.510873250417709,0.0480851208126583,0.0217931002320013,-0.00829865200063651,-0.00829865200063651,0.0591414340990819,0.198036474305088,0.445012892290873,2.58645805176491,1.60824688769011,0.348737410558408,0.590539931383482,1,0.0119108
44,0.0228599200292445,0.451857644311708,0.0438153006755884,0.0192610431588178,-0.00731085680489363,-0.00731085680489363,0.0536240586213915,0.193547522069603,0.439940361946484,2.52774026739896,1.58988687251608,0.340820433871971,0.583798281833692,1,0.0172354
45,0.0208030050475305,0.399635135417091,0.0399224121160638,0.0170396400827513,-0.0064390263128935,-0.0064390263128935,0.0486370563948343,0.189256083024034,0.435035726146755,2.47162082952909,1.57213893455034,0.333253848577794,0.577281429268078,1,0.01232
46,0.0189323613004751,0.353382807922492,0.0363729470495544,0.0150874917247577,-0.00566925259386153,-0.00566925259386153,0.0441259383057219,0.185149612399695,0.43029014908512,2.4179322701574,1.55497018304448,0.326015048031833,0.570977274531862,1,0.0084401
47,0.0172312386705418,0.312387188756811,0.0331365258193487,0.0133689102577188,-0.00498939531744158,-0.00498939531744158,0.0400424651099999,0.181216576297278,0.425695403190213,2.36652101757984,1.5383500959079,0.319083308844095,0.564874595679515,1,0.0088546
48,0.0156843621703873,0.276028798391578,0.0301855704895408,0.0118532168305439,-0.00438884443988075,-0.00438884443988074,0.0363438579534499,0.177446355941433,0.421243820063194,2.31724601463049,1.52225031273785,0.312439601511269,0.558962969713799,1,0.0085439
49,0.0142778018959288,0.243768684305397,0.0274950161145942,0.0105140927438399,-0.00385831353404287,-0.00385831353404287,0.0329921053815799,0.173829162057464,0.416928245693986,2.26997749349553,1.50664444826758,0.306066423076689,0.553232702464965,1,0.0084164
