state_1_error,state_2_error,state_3_error,state_4_error,state_5_error,state_6_error,state_7_error,state_8_error,state_9_error,state_10_error,state_11_error,state_12_error
0.2,0.2,0,1,6.09166620000555e-17,0,5.82044363970724,3.53952483792682e-16,0,6.17763623779416e-18,0.101411272958268,0.994844587720607
0.201153540974313,0.249854903574262,1.2358856822603e-05,0.989867045219945,0.00746353233640256,0.000280670403628532,3.18588013505329,3.53791107964952,1.44721768388616,1.86440494333363,2.55162211142948,0.0511803555670903
0.203842484108873,0.298314815798387,0.00358461940643995,0.916191184349214,0.0489905478740625,0.124784553771866,0.483403756036497,11.5431352728141,1.46757922286596,0.9530450919753,3.0550906331601,0.385729665645135
0.206033209436589,0.34175413964859,0.00859654810278188,0.773718527885596,0.0977903277851497,0.0257504318835392,0.941709584535712,19.0181911980554,1.65895673531723,0.135679497509932,2.11422060897249,0.0276245312320774
0.206006573493728,0.375617175938758,0.00954931908415046,0.595157950844562,0.129951403138997,0.207137249144658,0.0589726262926255,22.9388732311651,1.62636071563094,0.179532027258691,0.606244480538388,0.155412963399672
0.203517676125778,0.398244738316105,0.00761628125795855,0.392842162218004,0.142708223567738,0.335500123774573,1.17581649555515,23.2209971488309,1.1000870107467,0.0197047979522657,0.406998159268902,0.0410099625842523
0.198808166010278,0.410251143335205,0.0048363982820796,0.185203556918772,0.138495949467592,0.385083580168858,2.35234712077539,21.2472706393239,0.705200066639538,0.0652344123781194,0.912387664228352,0.0264288607780703
0.192375242164148,0.413093928476621,0.00273616367779717,0.0079992339895274,0.118524798767285,0.369286325711177,3.11153597785518,18.1935314235251,0.536915308210743,0.121997086403767,1.11991019753823,0.0871168573685429
0.184663305170007,0.408297581189491,0.00200908877021899,0.172962851666152,0.0880679669495688,0.313315214779537,3.46927088457003,14.7750188883775,0.599670158278758,0.184109591959002,1.1432342333257,0.133069108699797
0.176023932154492,0.397249708384308,0.00265329648209411,0.303718675814146,0.0520847912604136,0.240134486842797,3.4695638153051,11.4084937644779,0.833432885572,0.231460456642981,1.07478060267011,0.164606128438531
0.166734311145439,0.38121656439813,0.00427178357007885,0.400220353801412,0.0147957771397313,0.165562253274801,3.194596848901,8.30339511720394,1.17248834993915,0.26148603654591,0.962934022991246,0.182822919103874
0.157023751567253,0.361374051695447,0.00633170179699338,0.465625838273914,0.020812533743252,0.0987020747503994,2.72365395950885,5.55771827086252,1.56305792334228,0.27461181327538,0.833897671761997,0.189393619048301
0.14708964247362,0.33881020238354,0.00833670227734551,0.504422113174758,0.0528831685107872,0.043692326904584,2.12604414367726,3.2083501692055,1.96590364163873,0.272737519440586,0.701861385803847,0.186282069395688
0.137103824533723,0.314508254315439,0.00991467928630207,0.521355397593346,0.0804216550095686,0.00148150938108829,1.45989347711268,1.25816296188836,2.35433886728941,0.258472546400696,0.574714579953726,0.175485284143066
0.127214115408388,0.289326783645746,0.0108436070608655,0.520906102874261,0.103024543368112,0.0288047952078745,0.772651170565281,0.309702619110603,2.71122716569746,0.234640174700521,0.457001642077884,0.158885020644087
0.117544373584791,0.263986933832499,0.011039904716554,0.507073187366077,0.120665190128264,0.0489278860809399,0.101981983879193,1.52399064246311,3.02619433351304,0.204017414036155,0.351312179588071,0.138181479435795
0.108194771618602,0.239069892277952,0.0105286326761319,0.483317300761811,0.133546230370437,0.0609408665988261,0.523356929859212,2.42053445150499,3.29341943323524,0.169178722693712,0.258964216443766,0.114873340495184
0.0992428116819242,0.215023540337719,0.00940850336247168,0.452576985527588,0.142006728413767,0.0668387693479527,1.08265976655433,3.03898307321088,3.5100562132009,0.132402046607222,0.180375173683371,0.0902583897781514
0.0907450563411454,0.192175459682419,0.00781928962242373,0.417312337332892,0.146467039401627,0.0683757572932288,1.56238629843105,3.4203833590101,3.67521060228318,0.095617795045189,0.115299240892404,0.065439828691812
0.0827393502082742,0.170749303627545,0.00591529245223932,0.379554123912637,0.147396342951151,0.066990918246501,1.95522444174219,3.60533397131118,3.789346061974,0.0603884416007121,0.0630046002260513,0.0413324411960101
0.0752472903219474,0.15088211807608,0.00384598649807777,0.340949645767932,0.145291914531103,0.0638004834968364,2.25911277837375,3.63258096511875,3.85397626972441,0.0279103318445778,0.0224177787204543,0.0186680465349085
0.0682767533539138,0.13264098377046,0.00174348911306632,0.302803513089898,0.14066334402443,0.0596270014407902,2.47625375073064,3.53798168735913,3.87151909840218,0.000968434248154851,0.00775531714043583,0.00199819199344942
0.061824349686027,0.116038063891031,0.000284228730960567,0.266114493551773,0.134018251595547,0.0550456827456532,2.6121523351696,3.3537851711038,3.84521490072738,0.0257186026452407,0.0289280204257502,0.0202788058093807
0.0558777253605778,0.101043669294741,0.00215572331158231,0.231610314189636,0.125848372999865,0.0504353574309872,2.67471043808662,3.10818698032832,3.77904549854366,0.046092299151079,0.0425491879144383,0.0359412957889916
0.0504176676742242,0.087597289841066,0.00381535882333806,0.199781897530818,0.116616260510685,0.0460266985423183,2.67340003332742,2.82512192457404,3.67762095883928,0.0620802598634084,0.0500356816493827,0.0488914604417193
0.0454199911417161,0.0756167222147124,0.00523062687985365,0.170917700795127,0.106743459969234,0.0419439717381067,2.61853142003235,2.52426073569316,3.54602542862271,0.0738661727849035,0.0527198829627854,0.0591534039987635
0.0408571923072589,0.0650055020154978,0.00638841697525394,0.145138032782454,0.0966011013135396,0.0382389298659637,2.52062771351593,2.22117711624877,3.38962973921332,0.081780393665145,0.0518112701231224,0.0668473858285717
0.0366998687435936,0.0556588644206638,0.00729091646120805,0.12242865558785,0.0865035921254994,0.0349169086593617,2.38991227209824,1.92765040582116,3.21388751308088,0.0862551824766082,0.0483711030841854,0.0721669064413241
0.0329179026233923,0.0474684450278005,0.00795160679670848,0.102672700782535,0.0767057109933523,0.0319559633449561,2.23591146021569,1.65206778473001,3.02413432531986,0.0877833998364618,0.0432990677461387,0.0753564033634665
0.0294814141582372,0.040325909865355,0.00839164634767098,0.0856799157403503,0.0674029941517871,0.0293202295137095,2.06717057351938,1.39988972499025,2.82540772027585,0.0868822494923144,0.0373304111848857,0.0766907217433684
0.0263614955117758,0.0341256807306182,0.00863679291198372,0.0712124336628381,0.0587349805490122,0.0269687565437235,1.89107603602603,1.17414412482153,2.62230130826018,0.0840631693063157,0.0310417685885599,0.0764572128156434
0.0235307412772662,0.028766902469157,0.00871491966700533,0.0590065460299973,0.0507906682579247,0.0248609656889642,1.71377260547376,0.975918410903798,2.41886038787737,0.0798084216260845,0.0248636510059121,0.0749409677244325
0.0209635966706858,0.0241547827085004,0.00865411139259287,0.0487902724746299,0.0436154447973153,0.0229597097692254,1.54016086087829,0.804824485582106,2.21852086965063,0.0745543933650605,0.0190974939848257,0.0724133689808076
0.0186365485906112,0.0202014207864343,0.00848128722742691,0.0402968136344157,0.0372187679245804,0.0212327115705345,1.37395812499799,0.659418011553513,2.02408860704699,0.0686811549867585,0.0139352718256971,0.0691238721955926
0.0165281871652518,0.0168262299551656,0.00822127534353845,0.0332742030544817,0.0315819624739374,0.0196529667415872,1.21780536113475,0.537560342587608,1.83775301901632,0.0625074890981211,0.00947993086810596,0.065294732076521
0.0146191661397848,0.0139560445958478,0.00789625788688553,0.027491630604533,0.0266656310498265,0.0181985316607255,1.07340337526605,0.436717704367016,1.66112717889847,0.0562903982651165,0.00576523668912532,0.0611182616286358
0.0128920895145769,0.0115249918492853,0.00752550647699723,0.0227429932700098,0.0224163237873711,0.0168519840771032,0.9416635477313,0.354197499127295,1.49530614570622,0.0502280290068526,0.00277400893945071,0.0567561529226138
0.0113313494966583,0.00947419485415846,0.00712533577046659,0.0188482502267893,0.0187722538109781,0.0155997440120436,0.822860912538579,0.287325593831811,1.34093588282135,0.0444649806332248,0.000454086435904472,0.0523403798905645
0.00992293746664397,0.0077513629917636,0.00670921241314049,0.0156531329323593,0.0156679669557107,0.0144313703663111,0.716780293282135,0.233571116408198,1.19828627361118,0.0390990729691205,0.00126830949698799,0.04797523208569
0.00865424572478185,0.00631031352680933,0.00628796735594039,0.0130277033802093,0.0130379701212196,0.0133388993141391,0.622849053270031,0.190626750330945,1.06732317437962,0.034188795727499,0.0024778823235785,0.0437400815017123
0.00751387366891509,0.00511045911394326,0.00587006988488503,0.0108641788110391,0.0108193909383099,0.0123162582061233,0.540252581169952,0.156452999910319,0.947775894471004,0.0297608283086674,0.00326211241370308,0.0396925488783751
0.00649144810826241,0.00411628700901223,0.00546193119382399,0.00907436034526699,0.00895378438505186,0.0113587684095427,0.468030770745004,0.129294647385871,0.839197802489725,0.025817182592114,0.00370539873441797,0.0358718041144769
0.00557746387208891,0.00329684856394508,0.00506821360827758,0.00758692433227393,0.00738822371542686,0.0104627383828336,0.40515540935275,0.107676881079584,0.741018843273169,0.0223416698029906,0.00388516194875232,0.0323018009518251
0.00476314787912691,0.00262527167252435,0.0046921285547854,0.00634476392590377,0.00607581840898786,0.00962514144961103,0.350589574588562,0.0903875514785492,0.652589587471877,0.0193055184863483,0.00386955290782656,0.0289943050482678
0.00404034745580906,0.00207830417237109,0.00433571208841754,0.0053025073176054,0.00497579558135018,0.00884336923297388,0.303330902595191,0.0764508750098192,0.573217036364669,0.0166720712336258,0.00371641587017525,0.0259516250644033
0.00340144192627589,0.00163589264989594,0.0040000713355326,0.00442428921231275,0.00405326761183512,0.00811505023785847,0.262441006990934,0.0650967736461034,0.502192800778695,0.0144005634191915,0.00347318343942581,0.0231689976265449
0.002839275295074,0.00128079847144313,0.00368559870744001,0.00368181330513528,0.0032787910541197,0.00743792281094098,0.227063472054531,0.055728991572146,0.43881450435192,0.0124490401535086,0.00317742101742356,0.0206366092008071
0.00234710712624298,0.000998251004741824,0.00339215333480114,0.00305271473191793,0.00262780277537202,0.00680975216188522,0.196432791984879,0.0478942136254694,0.382401367395367,0.0107765013027484,0.00285778535975646,0.0183412617248512
0.00191857839860898,0.000775636740384278,0.00311921100519452,0.00251921134400113,0.00208000053150169,0.00622828198970349,0.169876444715806,0.0412536443217227,0.332304943514809,0.00934438248496277,0.00253520935463245,0.016267705363887
0.00154768909356717,0.00060222223232631,0.00286598509410529,0.00206701967245415,0.00161871799874855,0.00569121233340836,0.146812027257728,0.0355578932414057,0.287915936155668,0.00811748607508669,0.00222416989681376,0.0143996721667216
0.00122878446187091,0.000468908330243378,0.0026315216892574,0.00168450409985188,0.00123032930391222,0.00519619643432315,0.126741081277514,0.0306255429764964,0.248667939360521,0.00706447372661398,0.00193393555214023,0.012720649904928
0.000956547244578387,0.00036801297805078,0.00241477243329791,0.00136202467503876,0.000903705607455294,0.00474085057620514,0.109240933041391,0.0263254335048556,0.214038843660983,0.00615802356833358,0.00166972452451468,0.0112144371175603
0.000725993528402302,0.000293079825757214,0.00221464864969301,0.00109144899421043,0.000629736310199402,0.00432277200163499,0.0939555819077994,0.0225624623842282,0.183550536820055,0.00537474335587344,0.00143373095505531,0.00986551937689584
0.000532470349028036,0.000238709987728347,0.00203006015574769,0.000865795634571009,0.000400919816323628,0.00393956105018155,0.0805864095307579,0.0192665534548017,0.156767418909997,0.0046949172503138,0.00122599902904659,0.00865930390780856
0.000371653582201148,0.000200414436088148,0.00185994187470229,0.000678979965565762,0.000211023231291205,0.0035888446003119,0.0688832550654176,0.0163843686542409,0.133294147799805,0.00410214989584253,0.00104514030452345,0.00758224566106069
0.00023954505746171,0.000174484712122891,0.00170327099173639,0.000525637159755066,5.48065916852749e-05,0.00326829870922972,0.0586362127085647,0.0138733108173146,0.112772938087059,0.00358295802580456,0.00088890084512544,0.0066218933269756
0.000132468178546286,0.000157879849294496,0.00155907699953306,0.000401001423227632,7.21951093707603e-05,0.00297566902796215,0.0496683564103258,0.0116973750688282,0.094880655680358,0.00312634755985373,0.000754591952279476,0.0057668790178288
4.70616303630544e-05,0.000148127614058746,0.00142644657959101,0.000300824542337041,0.000173840034072728,0.00270878812588936,0.0418294799814882,0.00982444027992246,0.0793258822256139,0.00272340342256165,0.000639402350121929,0.00500687075607764
1.9729006865421e-05,0.000143238375619054,0.001304524887906,0.000221320589079532,0.000253506025192336,0.00246558929737747,0.0349908552182554,0.00822464018055214,0.0658460680586873,0.00236691027810855,0.000540611327761426,0.00433250268918683
7.06617281629462e-05,0.000141630107311802,0.00119251447206636,0.000159126919257346,0.00031418355750062,0.00224411675504353,0.0290409515458499,0.00686950852924833,0.0542048484937008,0.00205101504449211,0.000455722247787005,0.00373529423411256
0.000108210512078544,0.000142063197456549,0.00108967274902083,0.000111274380713899,0.000358542464542082,0.00204253235310244,0.0238820233472652,0.005731648675136,0.0441895647477842,0.00177093633092096,0.000382534547860303,0.00320756619449492
